N,P,K,temperature,humidity,ph,rainfall,label
8.68,133.29,196.58,23.18,91.58,7.25,144.45,apple
12.8,130.87,204.28,22.05,91.7,6.37,149.16,apple
19.18,129.5,196.08,20.71,90.27,6.95,189.27,apple
15.7,120.42,195.83,21.47,91.97,6.56,170.87,apple
7.5,119.27,195.2,22.55,90.28,6.52,175.91,apple
15.15,132.43,201.8,21.7,94.63,6.96,141.3,apple
3.85,136.24,207.57,22.45,90.34,6.84,186.11,apple
19.14,134.9,198.9,20.97,92.82,5.95,188.39,apple
16.11,134.84,197.24,21.69,90.89,6.19,143.6,apple
11.28,131.13,199.03,21.05,91.75,5.99,135.05,apple
10.58,134.8,209.76,20.23,91.91,6.94,115.34,apple
4.52,141.73,200.91,23.25,94.14,5.69,182.23,apple
1.22,128.0,195.87,22.41,93.17,6.32,170.84,apple
0.29,132.06,199.58,20.51,93.75,6.02,112.57,apple
10.91,137.27,202.73,22.66,90.73,7.4,180.77,apple
18.27,133.01,199.58,21.12,93.69,7.3,129.49,apple
8.44,135.26,207.39,23.98,90.53,7.25,151.19,apple
13.58,126.12,196.91,23.89,93.19,7.08,121.75,apple
3.18,125.98,209.11,23.28,91.27,7.19,103.36,apple
12.28,131.52,205.18,22.97,93.4,5.45,166.73,apple
7.68,126.05,208.15,20.29,92.91,6.83,100.66,apple
18.61,137.99,204.44,22.0,92.66,5.8,142.75,apple
17.32,134.71,196.87,20.45,90.28,6.55,144.86,apple
3.53,134.26,207.11,21.74,93.41,5.57,107.18,apple
4.62,128.45,206.27,20.18,92.62,7.03,195.89,apple
12.46,132.18,207.06,22.16,94.28,6.8,192.22,apple
8.16,139.91,202.61,22.72,90.56,7.25,198.65,apple
9.89,144.11,198.22,20.68,92.19,6.68,150.08,apple
8.76,134.89,203.26,20.7,91.25,5.84,130.49,apple
17.97,140.15,204.92,23.86,92.23,6.52,115.49,apple
10.15,132.77,204.71,23.52,93.03,6.13,147.58,apple
14.56,130.91,203.39,21.05,92.51,5.56,160.57,apple
4.17,135.11,200.69,20.38,94.81,7.37,97.54,apple
3.26,128.27,199.15,23.49,93.85,6.73,144.67,apple
8.06,129.89,209.14,22.38,94.49,6.18,119.1,apple
10.38,121.72,209.7,20.27,94.43,6.56,176.8,apple
15.65,138.32,197.56,20.01,90.69,6.96,168.42,apple
8.36,129.56,207.67,23.05,93.45,6.98,116.32,apple
0.17,139.68,201.86,20.66,92.72,7.33,170.53,apple
18.62,120.93,209.41,21.13,92.7,6.18,163.64,apple
11.45,119.35,204.35,23.77,91.89,6.77,157.65,apple
17.71,134.16,195.78,22.01,94.02,5.59,192.59,apple
1.21,124.36,196.31,22.79,90.22,6.59,151.3,apple
16.81,128.66,203.4,20.18,90.69,5.82,152.71,apple
6.52,128.34,205.0,23.18,92.48,7.35,112.35,apple
15.87,124.45,207.4,20.25,90.15,6.75,151.97,apple
3.71,129.11,201.29,21.32,90.62,5.77,137.57,apple
13.06,129.33,207.75,22.27,92.31,5.82,137.84,apple
3.32,123.63,195.87,23.5,91.48,5.99,176.63,apple
12.97,138.3,195.58,23.69,94.87,6.93,154.46,apple
15.77,120.45,202.16,20.53,91.79,6.61,156.6,apple
10.39,127.13,206.28,23.1,93.01,5.87,157.92,apple
4.3,142.03,202.14,22.04,92.78,7.34,155.32,apple
14.41,141.93,206.54,20.31,90.27,6.52,137.91,apple
16.02,137.9,204.47,20.76,94.2,6.62,115.16,apple
17.37,128.68,204.79,22.6,91.6,7.4,158.82,apple
5.83,125.99,207.13,23.39,93.22,5.86,115.5,apple
10.16,121.8,202.39,22.62,92.83,5.89,116.79,apple
13.14,139.28,207.92,24.02,94.78,5.78,130.1,apple
13.66,119.94,196.39,21.59,94.62,7.27,188.87,apple
12.12,128.55,202.89,21.19,94.55,6.42,193.3,apple
19.47,129.3,207.64,21.41,93.54,7.48,150.91,apple
9.14,122.34,203.02,21.37,93.25,7.12,178.09,apple
13.94,139.54,203.57,21.9,93.4,6.87,177.87,apple
15.06,140.31,203.26,21.82,95.13,6.89,102.65,apple
1.81,125.98,197.08,22.4,94.03,7.19,199.52,apple
8.29,143.04,206.1,23.65,94.99,6.54,185.38,apple
2.12,142.12,194.55,22.87,90.88,5.66,195.72,apple
8.09,127.59,196.72,20.8,91.86,7.31,177.73,apple
1.86,144.0,204.59,22.8,91.03,5.88,135.44,apple
14.12,125.24,206.55,21.48,91.96,5.89,180.33,apple
17.23,137.04,204.26,22.43,92.36,6.56,149.4,apple
5.65,133.6,207.51,20.05,92.12,7.03,106.32,apple
14.02,122.93,208.69,21.54,93.44,7.39,142.72,apple
13.96,129.56,200.04,21.38,94.68,6.51,132.21,apple
20.48,131.59,195.67,21.64,92.03,7.07,133.86,apple
15.67,143.21,196.94,22.27,91.46,5.56,174.55,apple
11.57,143.27,197.78,23.3,91.58,6.69,153.45,apple
12.32,133.13,202.33,21.0,93.13,6.17,143.04,apple
15.29,146.01,197.58,22.91,90.39,7.34,188.86,apple
1.05,139.84,207.88,22.1,94.59,7.4,133.5,apple
4.11,142.74,206.35,23.01,92.89,7.18,140.55,apple
7.27,127.46,209.54,21.41,95.01,6.62,165.49,apple
14.81,125.54,203.82,21.7,94.56,6.91,135.48,apple
3.08,121.56,195.74,23.13,92.62,6.05,133.9,apple
4.15,119.88,208.76,19.98,94.02,6.16,173.71,apple
20.17,140.0,208.94,23.34,92.37,7.3,147.72,apple
13.48,128.61,199.0,21.83,92.69,7.43,153.24,apple
8.68,123.78,196.95,22.27,93.58,5.47,178.32,apple
13.42,126.24,203.16,23.49,93.64,6.06,186.92,apple
2.83,131.0,206.99,23.33,92.88,6.55,194.92,apple
1.6,142.76,209.38,23.56,92.38,7.08,133.07,apple
11.93,125.67,208.96,20.93,91.65,7.05,139.21,apple
2.69,125.1,196.39,21.15,94.06,6.12,159.19,apple
3.47,129.75,196.02,20.49,93.39,5.96,146.11,apple
12.03,132.99,195.71,20.81,93.23,6.18,199.93,apple
0.84,130.75,201.38,23.12,93.22,7.01,103.53,apple
3.68,131.43,197.94,23.96,90.91,6.03,104.63,apple
13.03,133.97,201.93,22.94,93.46,6.4,195.69,apple
2.71,123.25,205.47,22.19,90.8,7.31,157.05,apple
6.32,123.34,201.65,21.47,92.71,5.87,138.39,apple
19.93,125.38,203.01,22.33,93.12,5.71,122.92,apple
17.37,133.67,195.88,22.09,90.71,7.06,112.58,apple
15.24,120.77,209.32,23.01,91.47,6.5,195.92,apple
5.4,131.14,199.65,23.91,94.89,7.3,139.56,apple
5.52,141.2,199.62,20.65,91.66,6.22,112.86,apple
0.0,132.47,197.16,21.62,92.4,6.58,157.53,apple
1.46,135.65,198.64,21.09,93.36,6.21,170.63,apple
9.13,139.26,208.61,23.45,93.97,5.77,115.83,apple
3.61,131.55,202.69,22.12,91.93,7.53,161.45,apple
16.34,124.1,200.68,20.2,91.06,6.57,153.45,apple
16.52,140.24,208.56,20.44,95.03,6.64,139.69,apple
11.04,137.75,208.9,21.91,94.31,5.52,172.21,apple
16.64,119.58,195.1,21.19,92.13,5.92,115.18,apple
3.63,132.88,206.25,20.62,90.83,6.88,180.34,apple
7.89,130.21,201.41,22.74,93.65,6.45,193.45,apple
13.89,125.3,206.75,23.15,90.76,6.65,184.53,apple
0.45,127.97,197.25,23.86,94.03,6.34,197.1,apple
7.43,139.45,199.51,22.89,92.13,5.91,123.35,apple
0.45,131.37,204.94,23.42,90.97,6.57,165.21,apple
15.74,136.14,198.62,23.29,92.13,6.57,132.14,apple
15.21,139.18,205.91,21.55,90.76,6.37,177.01,apple
16.0,121.75,199.93,21.93,91.22,6.62,107.08,apple
15.89,142.05,208.81,22.79,91.14,6.6,193.01,apple
7.08,134.56,199.78,20.8,92.25,6.15,147.43,apple
13.92,138.74,201.95,23.38,91.72,6.7,167.19,apple
14.02,135.56,199.47,23.35,94.7,6.64,122.19,apple
1.24,141.72,196.79,23.58,90.05,7.53,142.69,apple
17.12,144.5,198.98,21.29,90.67,5.92,157.74,apple
9.84,125.18,201.84,20.94,93.24,5.57,158.46,apple
10.47,125.84,208.73,22.47,91.0,6.99,135.87,apple
2.52,126.7,196.63,21.04,90.33,5.67,138.41,apple
5.34,143.28,198.79,20.58,91.51,6.48,143.51,apple
14.45,120.47,201.4,23.32,89.99,7.01,186.78,apple
3.9,140.78,199.16,20.74,92.3,6.08,160.95,apple
6.23,139.3,199.44,20.19,91.12,5.73,100.03,apple
13.18,124.74,205.57,22.58,91.98,6.96,154.18,apple
6.6,133.91,195.12,23.02,92.15,6.97,182.26,apple
3.23,136.83,209.25,20.28,92.77,5.79,100.09,apple
8.95,145.29,206.41,22.33,91.75,6.41,132.38,apple
10.69,126.01,202.28,20.55,91.39,5.84,181.33,apple
3.63,128.22,196.03,22.48,92.57,7.42,147.29,apple
13.62,130.83,201.66,20.24,91.65,6.83,119.41,apple
2.8,132.39,203.85,20.06,91.04,6.16,173.45,apple
12.19,131.63,200.99,21.77,92.86,7.32,183.21,apple
19.13,139.04,200.48,23.17,92.84,6.86,125.21,apple
3.33,124.94,208.38,19.78,93.93,5.94,125.63,apple
1.45,138.55,194.79,22.25,89.97,5.88,199.53,apple
15.6,127.06,205.94,21.72,90.62,7.1,150.67,apple
14.41,138.0,195.86,23.31,93.9,6.65,181.72,apple
6.15,132.17,198.44,20.9,90.48,6.81,95.98,apple
3.32,133.24,203.16,20.11,90.22,6.92,167.72,apple
6.77,144.14,204.33,23.88,93.67,6.54,176.04,apple
7.49,139.98,209.1,23.2,91.38,6.33,168.19,apple
1.89,138.26,198.98,23.62,91.09,6.81,105.99,apple
11.03,136.66,200.47,22.98,94.16,6.74,147.47,apple
8.2,123.85,206.44,21.42,93.23,6.11,104.58,apple
13.62,131.86,197.21,21.38,93.75,7.38,158.53,apple
14.54,143.68,202.8,22.78,94.36,5.97,168.79,apple
3.75,130.84,199.89,21.28,93.66,7.4,149.52,apple
8.99,135.76,206.98,24.19,92.57,5.94,127.24,apple
8.9,132.65,209.1,23.3,93.9,6.17,100.22,apple
5.01,127.74,204.12,20.3,90.53,6.99,116.43,apple
14.45,123.05,195.64,23.04,91.92,5.71,159.72,apple
7.9,125.43,199.66,21.35,92.66,5.83,128.86,apple
12.98,120.42,200.01,22.83,91.13,6.41,197.4,apple
17.09,131.84,207.27,21.64,90.41,7.15,170.87,apple
14.44,143.82,205.08,21.13,93.87,7.33,162.4,apple
19.19,144.33,202.83,22.77,90.62,6.07,185.42,apple
10.69,131.77,201.73,21.71,91.2,6.78,104.2,apple
14.12,127.36,209.37,22.41,90.08,5.61,129.78,apple
19.19,127.89,208.37,21.91,94.12,7.14,136.58,apple
14.63,131.54,198.61,21.74,91.25,5.62,127.84,apple
9.54,126.52,209.08,24.04,92.34,6.16,137.81,apple
14.8,131.02,209.43,22.59,91.15,6.38,139.47,apple
6.29,132.13,207.89,21.1,93.33,5.84,177.41,apple
1.21,129.82,208.1,22.65,92.22,7.28,133.85,apple
7.93,138.5,196.83,20.23,94.55,6.72,128.23,apple
17.28,134.7,199.43,21.92,91.85,6.87,106.96,apple
16.67,132.21,206.48,20.12,90.47,5.53,195.27,apple
1.14,133.16,201.4,21.35,94.71,6.16,171.42,apple
7.92,134.05,207.41,20.57,93.93,6.58,185.56,apple
4.22,141.48,204.65,20.62,93.2,7.17,151.47,apple
19.14,125.28,195.35,20.56,90.4,6.88,192.81,apple
16.41,134.84,197.02,22.31,93.82,5.62,132.45,apple
13.2,126.24,206.47,20.42,91.76,7.36,149.83,apple
12.75,141.41,198.25,22.45,94.78,6.01,168.81,apple
9.15,129.74,197.66,23.82,90.19,6.95,133.0,apple
19.87,13.97,9.08,12.02,92.19,7.34,155.4,orange
17.5,15.83,9.91,13.14,94.74,6.79,118.58,orange
14.99,17.27,10.51,11.63,91.99,6.34,124.18,orange
18.43,11.79,11.77,13.09,90.09,7.05,194.45,orange
21.65,14.76,11.5,15.77,92.68,6.57,186.66,orange
22.03,15.61,9.58,13.92,92.68,6.11,125.11,orange
18.09,14.89,6.08,10.41,89.98,6.1,141.42,orange
17.13,9.88,9.47,12.82,94.47,6.58,178.67,orange
20.39,12.17,10.56,10.3,95.6,6.49,103.56,orange
16.35,14.45,7.33,14.22,94.92,7.27,147.58,orange
21.23,14.16,11.05,10.95,90.71,7.23,143.37,orange
23.25,10.5,9.75,15.77,90.1,7.39,147.21,orange
20.42,12.34,7.52,10.53,92.76,6.89,126.14,orange
19.98,10.41,10.23,11.89,93.16,6.37,159.38,orange
15.28,11.17,7.11,14.71,93.52,6.07,134.99,orange
20.03,14.46,10.72,12.52,92.72,6.98,189.77,orange
22.19,9.98,9.41,12.57,91.8,6.52,185.04,orange
22.73,17.24,9.93,15.78,87.82,6.82,110.22,orange
21.73,12.67,7.2,13.24,91.16,6.87,108.34,orange
23.61,16.04,10.56,15.49,92.38,6.13,132.72,orange
24.0,12.68,10.21,12.93,94.71,6.37,197.94,orange
20.59,16.25,8.7,14.67,94.75,6.35,108.91,orange
20.12,17.51,10.77,14.23,93.01,6.37,178.91,orange
19.87,17.29,8.77,15.12,91.25,6.67,107.19,orange
23.72,12.71,6.02,11.79,95.41,6.31,169.9,orange
15.88,14.12,9.79,13.69,95.87,6.19,107.8,orange
15.96,10.87,9.63,10.24,89.24,6.62,179.19,orange
23.15,10.84,5.97,10.27,91.35,6.19,122.0,orange
20.48,11.51,7.69,13.74,94.32,6.92,151.42,orange
15.31,11.19,11.3,10.03,89.43,6.21,171.63,orange
18.56,10.93,10.17,15.87,94.78,7.48,188.83,orange
16.26,16.99,7.78,14.43,88.82,6.79,111.74,orange
24.46,12.74,10.1,14.4,92.18,7.11,154.96,orange
18.14,14.16,9.3,14.4,91.41,6.66,127.56,orange
20.56,13.89,6.88,10.63,91.7,6.97,186.43,orange
18.7,14.45,9.84,11.72,88.59,6.99,180.0,orange
16.83,12.89,5.93,13.87,88.98,5.99,146.81,orange
17.07,16.2,10.6,13.95,89.11,6.51,146.43,orange
16.89,16.3,9.96,15.7,90.18,6.11,178.88,orange
19.78,17.12,9.34,10.89,88.8,6.9,136.71,orange
15.01,14.2,11.4,12.01,95.4,6.65,154.55,orange
23.37,16.05,11.34,13.72,90.84,7.37,182.99,orange
17.23,11.97,11.78,12.24,94.41,6.84,174.6,orange
19.24,13.98,10.04,14.13,90.56,6.92,127.46,orange
19.23,10.23,11.11,16.09,88.68,6.73,114.44,orange
19.84,14.64,7.94,13.9,93.08,6.81,111.9,orange
24.66,10.92,6.44,12.62,91.11,6.18,162.22,orange
17.28,15.12,11.63,13.24,89.68,6.08,129.36,orange
25.19,14.21,6.54,11.62,91.8,7.36,136.31,orange
24.0,16.83,9.37,13.01,90.29,7.18,150.69,orange
22.81,13.74,7.36,14.12,91.17,6.97,139.79,orange
16.77,14.03,11.08,10.73,89.34,7.23,179.39,orange
18.72,14.71,11.37,12.88,94.6,6.3,130.49,orange
21.15,16.49,11.15,11.02,88.65,7.06,138.92,orange
22.7,10.63,6.53,13.58,92.52,6.64,115.36,orange
18.26,18.17,9.23,14.48,94.79,6.69,123.12,orange
21.09,16.98,5.98,10.89,91.84,7.21,168.1,orange
21.15,16.5,11.89,13.16,95.53,7.44,159.99,orange
18.17,14.59,11.36,12.88,94.3,6.97,175.4,orange
17.81,14.86,6.76,11.88,90.93,6.58,190.08,orange
19.61,17.97,6.0,14.05,89.82,6.44,133.24,orange
15.22,9.65,9.15,14.91,91.09,6.39,157.92,orange
18.7,11.75,10.16,11.02,92.87,6.2,152.08,orange
17.81,12.98,10.76,14.35,95.07,6.7,106.49,orange
21.12,18.17,10.8,14.74,91.34,6.13,143.85,orange
17.69,11.62,11.06,15.72,96.25,6.86,199.32,orange
20.74,10.75,6.31,11.4,93.68,6.03,158.45,orange
20.95,16.44,9.18,14.78,90.24,7.22,155.7,orange
23.97,14.79,10.36,14.93,94.14,7.45,162.55,orange
20.1,16.0,6.59,11.94,89.03,6.2,171.68,orange
23.64,14.64,7.66,13.44,92.99,6.94,131.83,orange
18.26,11.71,9.17,15.77,93.47,6.94,173.34,orange
18.13,11.94,9.64,13.22,92.19,7.25,111.04,orange
17.29,17.34,7.56,10.71,88.75,6.49,127.39,orange
22.17,15.42,7.0,12.97,88.88,7.44,154.69,orange
16.57,18.19,8.33,11.97,92.33,6.13,176.85,orange
20.1,12.11,10.36,13.89,88.92,7.45,105.12,orange
18.3,10.52,8.64,15.57,95.14,7.13,175.82,orange
19.99,13.0,8.13,13.27,95.72,6.35,124.54,orange
24.75,13.28,9.56,12.09,90.56,7.26,100.98,orange
21.72,17.96,10.27,11.04,92.46,7.12,129.28,orange
23.27,17.32,6.1,15.74,89.14,7.16,163.48,orange
22.15,15.92,6.0,10.5,93.18,6.76,128.26,orange
18.27,13.37,8.28,14.13,88.12,6.09,156.45,orange
23.86,14.01,9.55,12.09,91.63,6.83,167.09,orange
21.96,11.66,9.63,14.39,89.44,6.41,175.12,orange
17.96,11.67,8.59,14.04,95.32,6.15,127.66,orange
21.45,16.64,11.32,10.04,94.41,7.26,146.45,orange
24.18,11.06,8.74,13.9,88.57,6.06,116.85,orange
19.55,17.68,10.93,15.73,92.12,6.49,114.86,orange
21.8,17.46,7.58,13.49,91.61,6.62,126.41,orange
17.97,11.98,6.45,12.33,88.86,6.62,175.19,orange
16.31,13.63,10.08,15.13,92.97,6.66,119.51,orange
23.75,16.91,11.47,15.08,92.49,7.27,179.91,orange
17.43,9.95,12.13,11.44,94.8,6.01,132.41,orange
25.44,10.15,7.21,10.13,94.72,7.4,151.14,orange
19.67,10.65,6.22,10.33,90.91,6.41,160.54,orange
20.61,17.27,10.79,15.86,90.94,7.37,115.0,orange
21.42,14.66,11.43,13.86,89.81,6.27,126.68,orange
19.03,12.0,6.69,15.95,92.36,6.21,161.09,orange
17.92,11.03,11.93,13.9,93.0,6.75,164.04,orange
16.95,18.1,7.05,13.28,92.07,6.72,188.12,orange
18.88,16.47,7.67,13.86,91.8,6.36,154.28,orange
21.02,16.65,10.32,13.58,88.36,6.56,126.19,orange
22.87,16.11,9.9,14.22,93.81,6.92,142.09,orange
19.64,14.55,11.11,12.32,91.59,6.2,196.44,orange
24.51,14.71,8.07,14.81,88.05,6.32,152.41,orange
19.27,13.12,10.42,14.03,93.33,6.36,105.7,orange
20.56,13.94,9.76,12.79,95.59,6.11,171.99,orange
23.23,12.88,6.62,13.38,94.44,6.4,133.83,orange
20.75,17.78,9.55,10.78,89.03,7.34,114.43,orange
19.77,12.33,6.59,12.34,90.23,6.33,113.81,orange
20.39,17.17,8.7,10.44,95.74,6.04,184.65,orange
18.25,15.97,9.05,15.54,90.04,6.77,184.01,orange
19.0,17.44,7.75,10.69,89.77,6.16,189.84,orange
18.38,10.91,8.0,13.1,89.23,7.31,101.16,orange
17.54,10.87,6.65,15.41,89.7,6.19,148.61,orange
15.44,10.93,6.25,13.01,92.99,7.24,101.21,orange
19.13,12.73,8.53,10.43,93.18,7.3,146.62,orange
20.66,13.37,8.4,14.63,88.12,7.33,123.33,orange
15.56,14.12,6.87,12.88,91.27,6.75,161.69,orange
20.56,12.56,10.28,14.79,95.48,6.52,176.92,orange
23.86,16.93,10.84,15.15,92.97,7.47,109.08,orange
14.87,11.46,7.34,12.49,90.07,7.0,122.81,orange
21.04,10.32,11.1,10.83,88.48,7.45,104.98,orange
21.73,10.67,9.55,10.15,90.89,6.65,100.79,orange
24.61,17.43,9.06,13.95,93.42,6.6,140.56,orange
23.17,17.11,11.97,14.59,94.99,6.36,174.13,orange
23.4,13.1,10.68,11.77,92.6,6.94,108.48,orange
18.73,13.7,11.65,10.98,93.5,6.89,102.75,orange
24.86,12.07,7.85,10.36,88.34,6.55,103.05,orange
24.4,15.96,10.33,11.47,88.87,6.49,143.0,orange
20.83,10.33,8.08,11.42,93.4,6.11,137.27,orange
21.23,13.11,8.03,10.21,91.97,7.26,193.99,orange
23.74,16.87,6.79,14.25,88.8,6.77,138.56,orange
16.98,16.69,8.64,14.62,88.24,6.91,109.97,orange
22.4,14.64,9.76,14.88,92.75,6.1,106.5,orange
17.04,16.41,10.94,12.75,91.67,6.89,124.02,orange
22.82,10.93,6.64,14.7,92.61,6.42,194.04,orange
20.17,10.65,10.77,10.51,89.93,6.77,114.0,orange
22.8,12.87,9.28,11.17,89.22,7.38,124.07,orange
24.35,11.63,11.55,12.49,89.68,7.12,100.89,orange
19.56,15.81,9.01,12.22,88.02,6.29,179.33,orange
23.12,16.25,10.41,12.44,90.98,6.27,113.32,orange
22.98,11.5,10.63,15.08,89.73,7.03,126.98,orange
16.68,13.13,10.88,13.85,89.97,6.47,152.62,orange
15.39,17.35,9.42,11.68,88.61,6.64,98.43,orange
21.65,13.76,6.22,14.48,93.59,6.13,145.25,orange
23.53,14.69,8.63,15.32,94.78,6.16,163.21,orange
16.31,16.15,9.61,11.71,95.64,6.24,173.65,orange
23.32,16.89,6.89,14.65,95.65,7.29,155.12,orange
17.2,14.47,8.06,11.22,88.78,6.22,172.95,orange
19.19,16.02,6.45,14.1,92.2,7.39,195.17,orange
24.03,13.66,7.74,13.79,95.3,6.57,190.01,orange
21.67,15.47,9.31,10.18,89.27,7.22,112.24,orange
17.97,17.98,6.9,15.79,94.37,6.74,186.59,orange
15.53,11.35,10.12,12.14,90.97,6.96,162.18,orange
22.51,15.23,12.02,15.38,90.66,6.57,135.2,orange
23.99,10.73,9.84,12.19,90.27,6.34,122.85,orange
18.39,14.3,7.44,14.07,92.11,6.92,192.14,orange
15.15,16.99,11.86,13.04,89.33,6.88,163.05,orange
24.45,11.55,7.92,11.06,88.08,6.54,124.48,orange
19.94,10.93,11.42,14.06,89.76,6.66,174.96,orange
22.23,13.96,10.72,10.93,93.29,7.34,101.09,orange
23.11,10.55,6.76,12.75,90.42,7.12,135.43,orange
18.44,12.15,9.83,15.85,92.92,6.67,133.61,orange
20.99,10.79,11.35,11.77,89.36,6.65,190.18,orange
14.78,17.91,10.36,10.11,89.61,6.29,103.78,orange
20.1,10.38,8.24,11.87,88.6,6.12,164.71,orange
24.44,14.72,9.4,12.45,90.5,7.26,161.19,orange
20.51,13.25,10.45,15.89,88.3,6.31,174.07,orange
17.78,17.4,8.78,12.41,89.99,7.3,118.47,orange
23.0,15.83,6.64,12.7,89.07,7.24,185.99,orange
20.01,15.13,11.45,12.17,96.19,6.05,174.79,orange
15.89,11.79,9.5,13.2,93.15,6.98,155.26,orange
22.86,16.2,7.58,13.47,92.2,7.07,131.27,orange
15.27,13.71,7.59,15.29,89.08,7.34,182.42,orange
22.43,13.9,8.11,12.95,93.3,7.26,136.73,orange
20.54,10.41,6.33,16.22,95.39,7.27,120.45,orange
17.63,17.38,8.65,11.17,91.41,6.08,190.79,orange
16.92,11.56,11.93,11.17,91.5,7.32,170.06,orange
19.58,13.05,6.4,15.12,94.21,6.23,177.74,orange
18.21,17.02,11.12,10.41,89.3,6.74,156.34,orange
17.31,11.26,11.56,15.05,93.7,7.27,112.91,orange
22.04,13.34,9.73,11.41,88.6,7.42,166.92,orange
18.47,17.17,7.41,13.83,95.89,7.06,130.03,orange
19.25,13.65,11.05,14.89,88.18,6.91,120.26,orange
15.71,18.0,6.4,11.04,88.34,6.9,182.63,orange
18.46,10.86,9.72,12.94,88.56,7.25,137.31,orange
20.11,17.65,11.22,11.92,90.45,7.02,189.28,orange
23.63,12.25,7.55,15.95,91.71,6.97,147.51,orange
22.58,15.19,7.07,13.46,89.57,7.21,164.51,orange
22.23,17.51,10.8,14.46,89.35,6.64,158.77,orange
16.63,10.94,6.65,12.27,88.67,7.15,131.72,orange
23.92,12.96,6.73,10.23,90.41,6.29,175.19,orange
20.96,14.09,7.62,13.01,95.68,7.04,170.92,orange
23.48,16.52,7.38,10.32,94.56,6.08,139.16,orange
15.76,15.69,10.61,15.53,89.36,6.52,155.73,orange
18.6,11.19,8.87,14.05,88.09,7.03,118.93,orange
18.61,14.05,10.48,13.72,94.59,7.02,189.73,orange
48.52,36.32,54.53,36.82,95.01,6.34,146.5,papaya
63.44,48.63,49.99,35.37,93.04,6.62,178.22,papaya
53.04,44.47,46.58,34.74,94.62,6.83,99.05,papaya
55.65,46.98,48.81,33.54,94.84,6.04,118.72,papaya
60.6,46.37,44.58,37.4,93.69,6.06,194.99,papaya
61.37,37.58,49.17,37.55,91.23,7.09,139.81,papaya
53.19,49.26,49.93,36.23,92.01,7.16,193.5,papaya
58.66,43.16,45.93,36.45,91.97,7.17,119.84,papaya
53.13,48.72,54.57,35.03,93.49,6.72,140.8,papaya
49.18,40.75,47.32,33.8,90.57,7.26,168.74,papaya
64.24,45.5,46.96,33.93,93.48,7.32,170.05,papaya
50.47,37.51,52.31,35.77,91.83,6.87,118.59,papaya
61.96,41.44,45.31,34.34,91.18,6.03,132.81,papaya
63.87,36.91,51.43,35.17,90.08,6.69,197.46,papaya
60.84,41.64,50.55,35.57,94.83,6.73,145.31,papaya
63.48,50.09,44.66,37.19,91.43,7.13,102.73,papaya
56.89,40.4,47.81,36.1,93.83,6.93,193.85,papaya
60.47,38.49,48.36,36.92,91.36,6.47,175.11,papaya
48.34,47.43,51.84,33.32,90.71,6.78,135.48,papaya
58.56,37.17,44.01,36.52,92.8,6.7,148.73,papaya
53.12,43.22,49.17,37.76,93.83,7.31,172.57,papaya
58.15,36.92,51.08,36.78,92.54,6.93,136.31,papaya
63.78,36.25,49.45,37.48,90.25,6.43,102.64,papaya
54.37,39.97,50.09,34.1,93.86,6.18,162.2,papaya
58.64,46.79,45.87,35.22,93.57,6.96,124.25,papaya
57.3,39.22,46.46,37.59,94.64,6.74,124.75,papaya
62.0,42.2,44.97,36.77,92.94,6.4,179.78,papaya
62.93,44.0,53.66,35.45,91.43,7.18,181.86,papaya
55.75,43.5,54.62,36.4,92.64,6.85,116.54,papaya
52.28,46.87,52.41,33.11,94.51,6.48,155.07,papaya
61.08,37.55,53.91,36.87,90.97,7.42,183.8,papaya
62.11,46.69,51.81,37.19,92.77,7.2,167.0,papaya
57.3,39.43,49.44,37.64,92.67,6.5,112.11,papaya
49.59,37.88,51.67,33.86,93.53,7.06,189.01,papaya
63.62,41.45,51.13,34.44,94.5,6.64,124.96,papaya
55.58,37.0,52.78,33.97,90.8,6.63,167.06,papaya
49.68,37.54,50.07,33.71,93.1,6.55,121.87,papaya
52.71,40.45,44.34,33.56,94.09,6.41,107.88,papaya
49.55,49.46,55.15,36.33,94.65,7.04,179.4,papaya
55.11,37.59,53.87,33.18,94.12,6.92,139.6,papaya
51.75,37.06,53.55,37.84,92.87,6.14,119.7,papaya
45.99,48.58,55.16,35.36,94.98,6.09,185.47,papaya
48.84,42.61,49.54,33.04,94.41,7.37,153.16,papaya
48.04,50.64,49.11,36.19,94.19,7.05,158.16,papaya
61.16,45.99,48.85,33.89,94.41,6.53,157.03,papaya
60.11,46.56,44.26,35.89,93.84,6.26,155.51,papaya
51.73,36.9,49.67,35.04,94.26,6.04,117.88,papaya
55.86,48.01,52.49,35.49,93.98,7.48,102.06,papaya
50.67,46.42,45.8,34.31,93.18,6.86,197.19,papaya
50.24,44.52,43.63,35.3,91.95,6.41,108.29,papaya
46.29,39.27,51.46,35.45,90.38,6.81,132.95,papaya
61.91,38.51,51.26,35.18,93.22,6.33,148.48,papaya
63.83,38.09,50.25,35.72,90.39,6.31,148.29,papaya
57.3,39.14,50.85,34.05,92.42,6.78,119.53,papaya
48.97,49.15,45.14,36.26,94.7,6.87,185.3,papaya
64.62,38.35,49.03,37.22,91.94,7.33,170.24,papaya
60.66,49.88,47.71,37.61,93.98,6.85,185.31,papaya
60.01,40.84,45.64,35.45,93.15,6.76,141.02,papaya
47.1,39.31,53.63,37.26,90.51,7.24,108.36,papaya
61.03,44.96,44.75,34.04,92.27,7.03,190.95,papaya
